Fecha,Hora,Timestamp,Usuario,IP,Puerto,Resultado
2025-09-14,17:56:25,2025-09-14 17:56:25,backup,198.18.0.1,41470,Failed
2025-09-14,10:34:43,2025-09-14 10:34:43,webmaster,10.1.1.15,48153,Failed
2025-09-14,09:01:56,2025-09-14 09:01:56,sysadmin,192.168.1.77,51153,Failed
2025-09-14,11:12:17,2025-09-14 11:12:17,guest,203.0.113.77,58324,Failed
2025-09-14,08:02:54,2025-09-14 08:02:54,developer,172.16.0.2,53780,Failed
2025-09-14,09:59:39,2025-09-14 09:59:39,admin,192.168.1.50,58094,Failed
2025-09-14,15:59:58,2025-09-14 15:59:58,user2,198.51.100.12,51587,Failed
2025-09-14,21:14:55,2025-09-14 21:14:55,ftp,10.0.0.5,44297,Failed
2025-09-14,08:10:01,2025-09-14 08:10:01,backup,172.16.0.2,40871,Failed
2025-09-14,09:23:04,2025-09-14 09:23:04,operator,10.0.0.5,48596,Failed
2025-09-14,05:55:49,2025-09-14 05:55:49,operator,203.0.113.45,43044,Failed
2025-09-14,19:32:32,2025-09-14 19:32:32,admin,198.51.100.200,45588,Failed
2025-09-14,17:16:50,2025-09-14 17:16:50,developer,10.0.0.5,53022,Failed
2025-09-14,13:36:20,2025-09-14 13:36:20,root,172.16.0.2,53532,Failed
2025-09-14,10:28:05,2025-09-14 10:28:05,test,198.51.100.12,55629,Failed
2025-09-14,20:28:04,2025-09-14 20:28:04,root,203.0.113.100,52471,Failed
2025-09-14,06:47:44,2025-09-14 06:47:44,demo,198.51.100.200,46454,Failed
2025-09-14,19:40:37,2025-09-14 19:40:37,developer,203.0.113.45,54195,Failed
2025-09-14,21:28:56,2025-09-14 21:28:56,guest,192.168.1.77,58599,Failed
2025-09-14,12:56:04,2025-09-14 12:56:04,user1,203.0.114.88,59492,Failed
2025-09-14,01:36:44,2025-09-14 01:36:44,operator,192.168.1.50,57578,Failed
2025-09-14,13:28:09,2025-09-14 13:28:09,ftp,10.1.1.15,54939,Failed
2025-09-14,06:23:57,2025-09-14 06:23:57,backup,192.168.1.50,42277,Failed
2025-09-14,08:35:53,2025-09-14 08:35:53,user2,172.16.0.2,47562,Failed
2025-09-14,21:36:53,2025-09-14 21:36:53,backup,203.0.113.100,58586,Failed
2025-09-14,17:22:50,2025-09-14 17:22:50,ftp,198.18.0.1,46935,Failed
2025-09-14,06:22:56,2025-09-14 06:22:56,webmaster,10.1.1.15,49945,Failed
2025-09-14,14:17:44,2025-09-14 14:17:44,root,172.16.0.2,50516,Failed
2025-09-14,21:06:00,2025-09-14 21:06:00,developer,198.18.0.1,51045,Failed
2025-09-14,07:27:58,2025-09-14 07:27:58,operator,172.16.0.2,50877,Failed
2025-09-14,09:53:14,2025-09-14 09:53:14,admin,198.18.0.1,52702,Failed
2025-09-14,23:57:40,2025-09-14 23:57:40,demo,198.18.0.1,44548,Failed
2025-09-14,23:09:25,2025-09-14 23:09:25,operator,172.16.0.2,49881,Failed
2025-09-14,17:39:15,2025-09-14 17:39:15,sysadmin,203.0.113.77,42680,Failed
2025-09-14,18:01:55,2025-09-14 18:01:55,demo,192.168.1.77,42263,Failed
2025-09-14,19:29:22,2025-09-14 19:29:22,operator,10.1.1.15,59300,Failed
2025-09-14,19:55:07,2025-09-14 19:55:07,user1,198.51.100.200,55495,Failed
2025-09-14,21:59:40,2025-09-14 21:59:40,user2,203.0.113.45,55232,Failed
2025-09-14,04:26:57,2025-09-14 04:26:57,backup,192.168.1.77,55953,Failed
2025-09-14,15:04:27,2025-09-14 15:04:27,ftp,192.168.1.50,54773,Failed
2025-09-14,18:59:44,2025-09-14 18:59:44,operator,10.1.1.15,59254,Failed
2025-09-14,05:17:45,2025-09-14 05:17:45,webmaster,203.0.113.100,43988,Failed
2025-09-14,01:45:19,2025-09-14 01:45:19,developer,192.168.1.50,59453,Failed
2025-09-14,10:35:30,2025-09-14 10:35:30,ftp,203.0.114.88,48673,Failed
2025-09-14,08:27:29,2025-09-14 08:27:29,developer,172.16.0.2,57364,Failed
2025-09-14,14:22:31,2025-09-14 14:22:31,service,192.168.1.77,53580,Failed
2025-09-14,17:08:32,2025-09-14 17:08:32,guest,198.18.0.1,56900,Failed
2025-09-14,16:39:25,2025-09-14 16:39:25,user1,198.51.100.12,40202,Failed
2025-09-14,18:21:59,2025-09-14 18:21:59,demo,192.168.1.77,56779,Failed
2025-09-14,10:39:04,2025-09-14 10:39:04,user1,203.0.114.88,40488,Failed
2025-09-14,22:12:47,2025-09-14 22:12:47,admin,172.16.0.2,51774,Failed
2025-09-14,12:26:01,2025-09-14 12:26:01,user1,203.0.113.45,41298,Failed
2025-09-14,06:10:48,2025-09-14 06:10:48,backup,172.16.0.2,53902,Failed
2025-09-14,20:15:25,2025-09-14 20:15:25,user1,203.0.113.100,51974,Failed
2025-09-14,12:18:14,2025-09-14 12:18:14,user1,192.168.1.77,49847,Failed
2025-09-14,17:51:15,2025-09-14 17:51:15,test,172.16.0.2,41000,Failed
2025-09-14,10:21:04,2025-09-14 10:21:04,operator,198.51.100.12,47173,Failed
2025-09-14,17:54:25,2025-09-14 17:54:25,user2,203.0.113.77,50670,Failed
2025-09-14,06:09:04,2025-09-14 06:09:04,ftp,203.0.113.45,45148,Failed
2025-09-14,01:30:03,2025-09-14 01:30:03,developer,192.168.1.50,53580,Failed
2025-09-14,16:05:10,2025-09-14 16:05:10,ftp,203.0.113.100,59544,Failed
2025-09-14,18:46:31,2025-09-14 18:46:31,ftp,10.0.0.5,51718,Failed
2025-09-14,13:21:26,2025-09-14 13:21:26,guest,203.0.113.45,53590,Failed
2025-09-14,23:15:37,2025-09-14 23:15:37,test,192.168.1.50,45166,Failed
2025-09-14,16:37:12,2025-09-14 16:37:12,user1,192.168.1.50,54430,Failed
2025-09-14,14:09:00,2025-09-14 14:09:00,test,192.168.1.77,52071,Failed
2025-09-14,05:32:08,2025-09-14 05:32:08,developer,10.0.0.5,59901,Failed
2025-09-14,13:31:26,2025-09-14 13:31:26,user2,203.0.113.45,47797,Failed
2025-09-14,02:21:30,2025-09-14 02:21:30,root,192.168.1.50,57816,Failed
2025-09-14,00:10:41,2025-09-14 00:10:41,demo,10.0.0.5,44782,Failed
2025-09-14,01:25:51,2025-09-14 01:25:51,webmaster,10.0.0.5,49606,Failed
2025-09-14,16:03:23,2025-09-14 16:03:23,webmaster,203.0.113.45,57237,Failed
2025-09-14,17:48:07,2025-09-14 17:48:07,developer,198.51.100.200,48220,Failed
2025-09-14,15:49:00,2025-09-14 15:49:00,test,203.0.113.77,41357,Failed
2025-09-14,10:29:49,2025-09-14 10:29:49,user2,10.1.1.15,44040,Failed
2025-09-14,05:33:33,2025-09-14 05:33:33,root,198.51.100.200,40352,Failed
2025-09-14,16:51:18,2025-09-14 16:51:18,user2,10.0.0.5,48719,Failed
2025-09-14,11:44:38,2025-09-14 11:44:38,developer,203.0.113.100,45180,Failed
2025-09-14,09:44:36,2025-09-14 09:44:36,developer,203.0.113.77,54435,Failed
2025-09-14,08:17:13,2025-09-14 08:17:13,webmaster,192.168.1.50,47949,Failed
2025-09-14,06:46:57,2025-09-14 06:46:57,test,203.0.113.77,44202,Failed
2025-09-14,15:26:38,2025-09-14 15:26:38,operator,198.51.100.12,57898,Failed
2025-09-14,17:49:33,2025-09-14 17:49:33,demo,198.51.100.200,59811,Failed
2025-09-14,06:57:07,2025-09-14 06:57:07,backup,192.168.1.50,49174,Failed
2025-09-14,14:18:15,2025-09-14 14:18:15,root,198.51.100.12,41884,Failed
2025-09-14,03:41:47,2025-09-14 03:41:47,service,10.1.1.15,48259,Failed
2025-09-14,14:49:48,2025-09-14 14:49:48,ftp,203.0.114.88,56907,Failed
2025-09-14,21:54:25,2025-09-14 21:54:25,webmaster,203.0.113.100,51011,Failed
2025-09-14,00:51:37,2025-09-14 00:51:37,admin,203.0.113.77,56587,Failed
2025-09-14,09:08:46,2025-09-14 09:08:46,sysadmin,172.16.0.2,43384,Failed
2025-09-14,04:07:02,2025-09-14 04:07:02,ftp,198.51.100.12,50594,Failed
2025-09-14,09:04:07,2025-09-14 09:04:07,admin,172.16.0.2,50790,Failed
2025-09-14,05:45:10,2025-09-14 05:45:10,demo,198.51.100.200,40746,Failed
2025-09-14,02:19:22,2025-09-14 02:19:22,webmaster,203.0.113.45,41558,Failed
2025-09-14,06:17:41,2025-09-14 06:17:41,sysadmin,203.0.113.45,43929,Failed
2025-09-14,20:29:53,2025-09-14 20:29:53,test,198.51.100.12,41879,Failed
2025-09-14,14:49:15,2025-09-14 14:49:15,service,198.18.0.1,57940,Failed
2025-09-14,21:30:25,2025-09-14 21:30:25,ftp,198.18.0.1,46755,Failed
2025-09-14,12:06:06,2025-09-14 12:06:06,service,192.168.1.77,43799,Failed
2025-09-14,08:01:48,2025-09-14 08:01:48,backup,192.168.1.50,56981,Failed
2025-09-14,02:26:39,2025-09-14 02:26:39,backup,198.51.100.12,55027,Failed
2025-09-14,08:17:05,2025-09-14 08:17:05,developer,203.0.113.45,52647,Failed
2025-09-14,16:11:04,2025-09-14 16:11:04,developer,10.1.1.15,43945,Failed
2025-09-14,22:02:51,2025-09-14 22:02:51,service,198.18.0.1,56412,Failed
2025-09-14,21:56:51,2025-09-14 21:56:51,test,10.0.0.5,51378,Failed
2025-09-14,02:49:08,2025-09-14 02:49:08,admin,203.0.114.88,45097,Failed
2025-09-14,07:16:06,2025-09-14 07:16:06,user2,203.0.114.88,45523,Failed
2025-09-14,16:26:23,2025-09-14 16:26:23,demo,203.0.114.88,58924,Failed
2025-09-14,19:38:36,2025-09-14 19:38:36,sysadmin,203.0.113.45,51614,Failed
2025-09-14,23:50:22,2025-09-14 23:50:22,user1,192.168.1.50,42827,Failed
2025-09-14,07:51:08,2025-09-14 07:51:08,service,10.1.1.15,42527,Failed
2025-09-14,02:40:02,2025-09-14 02:40:02,ftp,203.0.114.88,58394,Failed
2025-09-14,06:55:29,2025-09-14 06:55:29,admin,203.0.113.45,52565,Failed
2025-09-14,15:05:17,2025-09-14 15:05:17,backup,203.0.114.88,47662,Failed
2025-09-14,20:47:03,2025-09-14 20:47:03,backup,203.0.113.45,42987,Failed
2025-09-14,13:32:41,2025-09-14 13:32:41,user2,198.18.0.1,57153,Failed
2025-09-14,22:01:46,2025-09-14 22:01:46,webmaster,10.0.0.5,56169,Failed
2025-09-14,09:19:39,2025-09-14 09:19:39,user1,203.0.113.100,49827,Failed
2025-09-14,13:46:13,2025-09-14 13:46:13,backup,10.1.1.15,42155,Failed
2025-09-14,18:18:25,2025-09-14 18:18:25,user1,203.0.113.100,44504,Failed
2025-09-14,23:03:47,2025-09-14 23:03:47,developer,203.0.113.77,41649,Failed
2025-09-14,04:09:22,2025-09-14 04:09:22,test,198.51.100.200,41766,Failed
2025-09-14,13:37:55,2025-09-14 13:37:55,admin,192.168.1.77,43114,Failed
2025-09-14,23:34:49,2025-09-14 23:34:49,webmaster,203.0.113.45,56889,Failed
2025-09-14,22:45:04,2025-09-14 22:45:04,developer,172.16.0.2,55695,Failed
2025-09-14,20:25:14,2025-09-14 20:25:14,guest,172.16.0.2,59081,Failed
2025-09-14,20:33:29,2025-09-14 20:33:29,developer,192.168.1.77,57886,Failed
2025-09-14,22:29:06,2025-09-14 22:29:06,test,198.18.0.1,40133,Failed
2025-09-14,02:05:43,2025-09-14 02:05:43,admin,198.51.100.12,58676,Failed
2025-09-14,04:29:32,2025-09-14 04:29:32,operator,10.1.1.15,43226,Failed
2025-09-14,18:12:21,2025-09-14 18:12:21,developer,192.168.1.50,44109,Failed
2025-09-14,05:02:16,2025-09-14 05:02:16,demo,203.0.113.45,57282,Failed
2025-09-14,10:34:12,2025-09-14 10:34:12,backup,192.168.1.77,51986,Failed
2025-09-14,10:28:40,2025-09-14 10:28:40,ftp,10.1.1.15,47672,Failed
2025-09-14,07:50:42,2025-09-14 07:50:42,sysadmin,192.168.1.77,52482,Failed
2025-09-14,17:50:29,2025-09-14 17:50:29,ftp,192.168.1.77,47090,Failed
2025-09-14,18:17:50,2025-09-14 18:17:50,test,203.0.113.45,52443,Failed
2025-09-14,18:31:49,2025-09-14 18:31:49,user2,10.1.1.15,41784,Failed
2025-09-14,15:16:59,2025-09-14 15:16:59,admin,203.0.113.45,41703,Failed
2025-09-14,09:15:37,2025-09-14 09:15:37,test,203.0.113.77,49032,Failed
2025-09-14,20:23:39,2025-09-14 20:23:39,user2,198.51.100.200,42695,Failed
2025-09-14,22:06:55,2025-09-14 22:06:55,user2,203.0.113.100,48862,Failed
2025-09-14,07:13:58,2025-09-14 07:13:58,service,10.1.1.15,40710,Failed
2025-09-14,08:43:25,2025-09-14 08:43:25,guest,192.168.1.50,59868,Failed
2025-09-14,17:23:13,2025-09-14 17:23:13,backup,198.51.100.200,47443,Failed
2025-09-14,18:05:11,2025-09-14 18:05:11,developer,203.0.113.100,45276,Failed
2025-09-14,05:12:32,2025-09-14 05:12:32,operator,203.0.113.45,43035,Failed
2025-09-14,12:42:15,2025-09-14 12:42:15,ftp,198.51.100.200,51422,Failed
2025-09-14,20:22:30,2025-09-14 20:22:30,test,203.0.113.45,43574,Failed
2025-09-14,20:12:38,2025-09-14 20:12:38,sysadmin,172.16.0.2,59076,Failed
2025-09-14,19:17:46,2025-09-14 19:17:46,sysadmin,198.51.100.200,59888,Failed
2025-09-14,11:07:26,2025-09-14 11:07:26,webmaster,10.0.0.5,45074,Failed
2025-09-14,12:15:00,2025-09-14 12:15:00,service,198.51.100.12,44938,Failed
2025-09-14,12:25:32,2025-09-14 12:25:32,user1,203.0.113.100,54128,Failed
2025-09-14,23:18:18,2025-09-14 23:18:18,webmaster,172.16.0.2,43642,Failed
2025-09-14,11:41:51,2025-09-14 11:41:51,sysadmin,192.168.1.77,52049,Failed
2025-09-14,11:30:04,2025-09-14 11:30:04,webmaster,172.16.0.2,59932,Failed
2025-09-14,08:05:02,2025-09-14 08:05:02,demo,172.16.0.2,59265,Failed
2025-09-14,17:18:42,2025-09-14 17:18:42,user1,172.16.0.2,58921,Failed
2025-09-14,19:56:07,2025-09-14 19:56:07,demo,203.0.113.77,58936,Failed
2025-09-14,11:21:55,2025-09-14 11:21:55,root,203.0.114.88,49607,Failed
2025-09-14,11:19:30,2025-09-14 11:19:30,developer,198.51.100.12,50475,Failed
2025-09-14,12:57:51,2025-09-14 12:57:51,webmaster,198.18.0.1,55240,Failed
2025-09-14,22:14:50,2025-09-14 22:14:50,developer,203.0.114.88,51277,Failed
2025-09-14,19:41:22,2025-09-14 19:41:22,demo,203.0.113.77,51386,Failed
2025-09-14,23:34:34,2025-09-14 23:34:34,admin,198.18.0.1,43761,Failed
2025-09-14,00:37:05,2025-09-14 00:37:05,test,192.168.1.77,51790,Failed
2025-09-14,17:07:02,2025-09-14 17:07:02,test,203.0.113.77,55063,Failed
2025-09-14,20:23:08,2025-09-14 20:23:08,backup,10.0.0.5,47372,Failed
2025-09-14,05:44:10,2025-09-14 05:44:10,backup,203.0.114.88,42634,Failed
2025-09-14,16:30:07,2025-09-14 16:30:07,root,203.0.113.77,58228,Failed
2025-09-14,18:41:29,2025-09-14 18:41:29,webmaster,203.0.113.100,41507,Failed
2025-09-14,21:42:14,2025-09-14 21:42:14,service,198.18.0.1,56643,Failed
2025-09-14,03:18:39,2025-09-14 03:18:39,user1,198.51.100.200,41508,Failed
2025-09-14,04:15:46,2025-09-14 04:15:46,developer,10.0.0.5,51262,Failed
2025-09-14,14:27:49,2025-09-14 14:27:49,webmaster,198.51.100.200,51062,Failed
2025-09-14,20:33:41,2025-09-14 20:33:41,operator,198.51.100.12,46376,Failed
2025-09-14,08:21:38,2025-09-14 08:21:38,root,192.168.1.50,53991,Failed
2025-09-14,02:07:04,2025-09-14 02:07:04,user2,198.51.100.12,42704,Failed
2025-09-14,22:07:55,2025-09-14 22:07:55,developer,10.1.1.15,50271,Failed
2025-09-14,03:31:29,2025-09-14 03:31:29,backup,172.16.0.2,52650,Failed
2025-09-14,21:00:07,2025-09-14 21:00:07,sysadmin,172.16.0.2,49536,Failed
2025-09-14,14:24:03,2025-09-14 14:24:03,operator,192.168.1.77,58966,Failed
2025-09-14,03:26:52,2025-09-14 03:26:52,root,203.0.113.77,57698,Failed
2025-09-14,11:14:47,2025-09-14 11:14:47,operator,172.16.0.2,45599,Failed
2025-09-14,16:14:05,2025-09-14 16:14:05,user1,203.0.113.100,59335,Failed
2025-09-14,07:52:46,2025-09-14 07:52:46,demo,198.51.100.200,54452,Failed
2025-09-14,12:24:15,2025-09-14 12:24:15,developer,203.0.114.88,45464,Failed
2025-09-14,23:54:57,2025-09-14 23:54:57,root,203.0.113.77,56792,Failed
2025-09-14,14:49:17,2025-09-14 14:49:17,ftp,10.1.1.15,59152,Failed
2025-09-14,09:01:43,2025-09-14 09:01:43,user1,198.51.100.200,54960,Failed
2025-09-14,20:19:59,2025-09-14 20:19:59,root,192.168.1.77,49561,Failed
2025-09-14,13:16:59,2025-09-14 13:16:59,test,198.18.0.1,57439,Failed
2025-09-14,04:58:38,2025-09-14 04:58:38,user1,203.0.113.45,57659,Failed
2025-09-14,23:10:57,2025-09-14 23:10:57,operator,198.51.100.200,42972,Failed
2025-09-14,22:07:10,2025-09-14 22:07:10,ftp,198.51.100.200,49310,Failed
2025-09-14,07:21:17,2025-09-14 07:21:17,guest,192.168.1.50,59888,Failed
2025-09-14,02:53:30,2025-09-14 02:53:30,operator,10.1.1.15,48783,Failed
2025-09-14,00:42:42,2025-09-14 00:42:42,ftp,10.1.1.15,48383,Failed
2025-09-14,16:37:10,2025-09-14 16:37:10,service,203.0.113.45,47442,Failed
2025-09-14,01:16:20,2025-09-14 01:16:20,sysadmin,198.51.100.12,49182,Failed
2025-09-14,14:24:38,2025-09-14 14:24:38,admin,203.0.113.100,52200,Failed
2025-09-14,15:32:59,2025-09-14 15:32:59,service,203.0.113.100,56445,Failed
2025-09-14,16:48:35,2025-09-14 16:48:35,developer,203.0.113.77,40830,Failed
2025-09-14,22:37:41,2025-09-14 22:37:41,admin,198.18.0.1,52382,Failed
2025-09-14,21:53:54,2025-09-14 21:53:54,test,172.16.0.2,48596,Failed
2025-09-14,19:08:08,2025-09-14 19:08:08,user1,198.18.0.1,54580,Failed
2025-09-14,10:57:03,2025-09-14 10:57:03,demo,172.16.0.2,44934,Failed
2025-09-14,22:06:48,2025-09-14 22:06:48,guest,192.168.1.77,41539,Failed
2025-09-14,23:02:59,2025-09-14 23:02:59,sysadmin,203.0.113.100,57719,Failed
2025-09-14,20:16:15,2025-09-14 20:16:15,root,192.168.1.50,57909,Failed
2025-09-14,05:53:37,2025-09-14 05:53:37,user1,192.168.1.77,43135,Failed
2025-09-14,22:19:19,2025-09-14 22:19:19,ftp,192.168.1.50,42276,Failed
2025-09-14,21:54:45,2025-09-14 21:54:45,ftp,203.0.113.77,50682,Failed
2025-09-14,07:41:14,2025-09-14 07:41:14,demo,172.16.0.2,54997,Failed
2025-09-14,09:57:25,2025-09-14 09:57:25,user2,198.51.100.200,40976,Failed
2025-09-14,23:53:09,2025-09-14 23:53:09,demo,203.0.113.77,57440,Failed
2025-09-14,12:49:18,2025-09-14 12:49:18,ftp,10.1.1.15,59890,Failed
2025-09-14,23:51:21,2025-09-14 23:51:21,backup,10.0.0.5,53665,Failed
2025-09-14,00:05:58,2025-09-14 00:05:58,webmaster,192.168.1.77,53991,Failed
2025-09-14,07:00:30,2025-09-14 07:00:30,developer,203.0.113.45,40309,Failed
2025-09-14,21:38:11,2025-09-14 21:38:11,user2,198.51.100.12,58320,Failed
2025-09-14,14:08:59,2025-09-14 14:08:59,service,203.0.113.100,58680,Failed
2025-09-14,09:59:06,2025-09-14 09:59:06,guest,198.51.100.200,56652,Failed
2025-09-14,05:11:17,2025-09-14 05:11:17,backup,198.18.0.1,54096,Failed
2025-09-14,20:07:02,2025-09-14 20:07:02,backup,203.0.114.88,47107,Failed
2025-09-14,19:49:53,2025-09-14 19:49:53,root,10.0.0.5,53997,Failed
2025-09-14,06:57:21,2025-09-14 06:57:21,developer,203.0.113.45,55387,Failed
2025-09-14,16:59:11,2025-09-14 16:59:11,ftp,198.18.0.1,57833,Failed
2025-09-14,12:45:10,2025-09-14 12:45:10,sysadmin,198.18.0.1,52024,Failed
2025-09-14,03:37:39,2025-09-14 03:37:39,test,198.51.100.200,49746,Failed
2025-09-14,16:52:02,2025-09-14 16:52:02,root,203.0.113.100,40485,Failed
2025-09-14,20:32:55,2025-09-14 20:32:55,user1,198.18.0.1,53587,Failed
2025-09-14,18:31:01,2025-09-14 18:31:01,demo,192.168.1.77,56781,Failed
2025-09-14,07:07:20,2025-09-14 07:07:20,service,192.168.1.50,40412,Failed
2025-09-14,16:40:43,2025-09-14 16:40:43,service,203.0.113.77,52554,Failed
2025-09-14,05:26:03,2025-09-14 05:26:03,service,172.16.0.2,54177,Failed
2025-09-14,05:22:44,2025-09-14 05:22:44,demo,198.51.100.12,47338,Failed
2025-09-14,11:20:54,2025-09-14 11:20:54,operator,203.0.113.45,53221,Failed
2025-09-14,16:39:20,2025-09-14 16:39:20,test,198.18.0.1,54647,Failed
2025-09-14,04:35:27,2025-09-14 04:35:27,user1,203.0.114.88,57909,Failed
2025-09-14,04:30:02,2025-09-14 04:30:02,ftp,192.168.1.50,45091,Failed
2025-09-14,11:46:43,2025-09-14 11:46:43,service,203.0.114.88,57576,Failed
2025-09-14,08:36:52,2025-09-14 08:36:52,user2,192.168.1.50,41099,Failed
2025-09-14,18:08:16,2025-09-14 18:08:16,user2,198.18.0.1,56309,Failed
2025-09-14,17:42:42,2025-09-14 17:42:42,demo,198.51.100.200,56921,Failed
2025-09-14,02:03:27,2025-09-14 02:03:27,root,198.51.100.12,45577,Failed
2025-09-14,20:16:51,2025-09-14 20:16:51,service,192.168.1.50,47647,Failed
2025-09-14,22:24:09,2025-09-14 22:24:09,operator,203.0.113.45,46341,Failed
2025-09-14,13:06:40,2025-09-14 13:06:40,test,192.168.1.50,47967,Failed
2025-09-14,18:31:29,2025-09-14 18:31:29,webmaster,198.18.0.1,54999,Failed
2025-09-14,02:41:43,2025-09-14 02:41:43,admin,192.168.1.77,47350,Failed
2025-09-14,16:04:50,2025-09-14 16:04:50,test,10.1.1.15,57021,Failed
2025-09-14,23:07:05,2025-09-14 23:07:05,backup,198.51.100.200,53068,Failed
2025-09-14,06:17:14,2025-09-14 06:17:14,operator,203.0.114.88,56737,Failed
2025-09-14,17:48:52,2025-09-14 17:48:52,user1,192.168.1.77,55525,Failed
2025-09-14,17:43:15,2025-09-14 17:43:15,test,198.51.100.12,55938,Failed
2025-09-14,04:57:05,2025-09-14 04:57:05,test,10.1.1.15,45024,Failed
2025-09-14,12:11:16,2025-09-14 12:11:16,operator,198.51.100.200,44664,Failed
2025-09-14,03:54:11,2025-09-14 03:54:11,sysadmin,198.18.0.1,45303,Failed
2025-09-14,10:45:32,2025-09-14 10:45:32,service,192.168.1.77,45434,Failed
2025-09-14,23:42:42,2025-09-14 23:42:42,service,192.168.1.50,48572,Failed
2025-09-14,20:17:28,2025-09-14 20:17:28,root,198.51.100.12,55358,Failed
2025-09-14,01:37:24,2025-09-14 01:37:24,guest,192.168.1.50,49607,Failed
2025-09-14,15:50:30,2025-09-14 15:50:30,root,10.1.1.15,50057,Failed
